,REF_DATE,GEO,DGUID,Index,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
92,1981-04,Ontario,2016A000235,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792891,8.2,30.6,,,,1
93,1981-04,Ontario,2016A000235,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792892,8.3,27.3,,,,1
94,1981-04,Prairie Region,2016A00014,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792894,9.2,21.1,,,,1
95,1981-04,Prairie Region,2016A00014,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792895,9.3,28.1,,,,1
96,1981-04,Manitoba,2016A000246,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792897,10.2,42.9,,,,1
97,1981-04,Manitoba,2016A000246,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792898,10.3,45,,,,1
98,1981-04,Saskatchewan,2016A000247,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792900,11.2,31.8,,,,1
99,1981-04,Saskatchewan,2016A000247,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792901,11.3,39.1,,,,1
100,1981-04,Alberta,2016A000248,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792903,12.2,12.2,,,,1
101,1981-04,Alberta,2016A000248,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792904,12.3,25.4,,,,1
102,1981-04,British Columbia,2016A000259,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792906,13.2,29,,,,1
103,1981-04,British Columbia,2016A000259,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792907,13.3,34.2,,,,1
104,1981-05,Canada,2016A000011124,"Electric power selling price indexes, national total","Index, 2014=100",351,units ,0,v107792869,1.1,31.4,,,,1
105,1981-05,Canada,2016A000011124,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792870,1.2,31.2,,,,1
106,1981-05,Canada,2016A000011124,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792871,1.3,31.3,,,,1
107,1981-05,Atlantic Region,2016A00011,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792873,2.2,40.5,,,,1
108,1981-05,Atlantic Region,2016A00011,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792874,2.3,49.7,,,,1
109,1981-05,Newfoundland and Labrador,2016A000210,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792876,3.2,44,,,,1
110,1981-05,Newfoundland and Labrador,2016A000210,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792877,3.3,46.6,,,,1
111,1981-05,Prince Edward Island,2016A000211,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792880,4.3,57.2,,,,1
112,1981-05,Nova Scotia,2016A000212,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792882,5.2,37.1,,,,1
113,1981-05,Nova Scotia,2016A000212,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792883,5.3,48.1,,,,1
114,1981-05,New Brunswick,2016A000213,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792885,6.2,44.9,,,,1
115,1981-05,New Brunswick,2016A000213,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792886,6.3,55.3,,,,1
116,1981-05,Quebec,2016A000224,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792888,7.2,37,,,,1
117,1981-05,Quebec,2016A000224,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792889,7.3,42.5,,,,1
118,1981-05,Ontario,2016A000235,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792891,8.2,30.6,,,,1
119,1981-05,Ontario,2016A000235,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792892,8.3,27.3,,,,1
120,1981-05,Prairie Region,2016A00014,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792894,9.2,21.1,,,,1
121,1981-05,Prairie Region,2016A00014,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792895,9.3,28.1,,,,1
122,1981-05,Manitoba,2016A000246,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792897,10.2,42.9,,,,1
123,1981-05,Manitoba,2016A000246,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792898,10.3,45,,,,1
124,1981-05,Saskatchewan,2016A000247,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792900,11.2,31.8,,,,1
125,1981-05,Saskatchewan,2016A000247,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792901,11.3,39.1,,,,1
126,1981-05,Alberta,2016A000248,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792903,12.2,12.2,,,,1
127,1981-05,Alberta,2016A000248,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792904,12.3,25.4,,,,1
128,1981-05,British Columbia,2016A000259,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792906,13.2,29,,,,1
129,1981-05,British Columbia,2016A000259,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792907,13.3,34.2,,,,1
130,1981-06,Canada,2016A000011124,"Electric power selling price indexes, national total","Index, 2014=100",351,units ,0,v107792869,1.1,31.4,,,,1
131,1981-06,Canada,2016A000011124,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792870,1.2,31.2,,,,1
132,1981-06,Canada,2016A000011124,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792871,1.3,31.3,,,,1
133,1981-06,Atlantic Region,2016A00011,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792873,2.2,40.5,,,,1
134,1981-06,Atlantic Region,2016A00011,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792874,2.3,49.4,,,,1
135,1981-06,Newfoundland and Labrador,2016A000210,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792876,3.2,44.1,,,,1
136,1981-06,Newfoundland and Labrador,2016A000210,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792877,3.3,46.3,,,,1
137,1981-06,Prince Edward Island,2016A000211,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792880,4.3,54,,,,1
138,1981-06,Nova Scotia,2016A000212,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792882,5.2,37.1,,,,1
139,1981-06,Nova Scotia,2016A000212,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792883,5.3,48.1,,,,1
140,1981-06,New Brunswick,2016A000213,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792885,6.2,44.9,,,,1
141,1981-06,New Brunswick,2016A000213,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792886,6.3,55.3,,,,1
142,1981-06,Quebec,2016A000224,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792888,7.2,37,,,,1
143,1981-06,Quebec,2016A000224,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792889,7.3,42.5,,,,1
144,1981-06,Ontario,2016A000235,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792891,8.2,30.6,,,,1
145,1981-06,Ontario,2016A000235,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792892,8.3,27.3,,,,1
146,1981-06,Prairie Region,2016A00014,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792894,9.2,21.1,,,,1
147,1981-06,Prairie Region,2016A00014,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792895,9.3,28.1,,,,1
148,1981-06,Manitoba,2016A000246,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792897,10.2,42.9,,,,1
149,1981-06,Manitoba,2016A000246,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792898,10.3,45,,,,1
150,1981-06,Saskatchewan,2016A000247,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792900,11.2,31.8,,,,1
151,1981-06,Saskatchewan,2016A000247,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792901,11.3,39.1,,,,1
152,1981-06,Alberta,2016A000248,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792903,12.2,12.2,,,,1
153,1981-06,Alberta,2016A000248,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792904,12.3,25.4,,,,1
154,1981-06,British Columbia,2016A000259,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792906,13.2,29,,,,1
155,1981-06,British Columbia,2016A000259,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792907,13.3,34.2,,,,1
156,1981-07,Canada,2016A000011124,"Electric power selling price indexes, national total","Index, 2014=100",351,units ,0,v107792869,1.1,31.4,,,,1
157,1981-07,Canada,2016A000011124,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792870,1.2,31.2,,,,1
158,1981-07,Canada,2016A000011124,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792871,1.3,31.4,,,,1
159,1981-07,Atlantic Region,2016A00011,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792873,2.2,40.6,,,,1
160,1981-07,Atlantic Region,2016A00011,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792874,2.3,49.5,,,,1
161,1981-07,Newfoundland and Labrador,2016A000210,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792876,3.2,44.6,,,,1
162,1981-07,Newfoundland and Labrador,2016A000210,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792877,3.3,46.3,,,,1
163,1981-07,Prince Edward Island,2016A000211,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792880,4.3,55.9,,,,1
164,1981-07,Nova Scotia,2016A000212,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792882,5.2,37.1,,,,1
165,1981-07,Nova Scotia,2016A000212,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792883,5.3,48.1,,,,1
166,1981-07,New Brunswick,2016A000213,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792885,6.2,44.9,,,,1
167,1981-07,New Brunswick,2016A000213,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792886,6.3,55.3,,,,1
168,1981-07,Quebec,2016A000224,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792888,7.2,37,,,,1
169,1981-07,Quebec,2016A000224,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792889,7.3,42.5,,,,1
170,1981-07,Ontario,2016A000235,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792891,8.2,30.6,,,,1
171,1981-07,Ontario,2016A000235,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792892,8.3,27.4,,,,1
172,1981-07,Prairie Region,2016A00014,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792894,9.2,21.1,,,,1
173,1981-07,Prairie Region,2016A00014,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792895,9.3,28.1,,,,1
174,1981-07,Manitoba,2016A000246,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792897,10.2,42.9,,,,1
175,1981-07,Manitoba,2016A000246,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792898,10.3,45,,,,1
176,1981-07,Saskatchewan,2016A000247,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792900,11.2,31.8,,,,1
177,1981-07,Saskatchewan,2016A000247,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792901,11.3,39.1,,,,1
178,1981-07,Alberta,2016A000248,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792903,12.2,12.2,,,,1
179,1981-07,Alberta,2016A000248,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792904,12.3,25.4,,,,1
180,1981-07,British Columbia,2016A000259,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792906,13.2,29,,,,1
181,1981-07,British Columbia,2016A000259,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792907,13.3,34.2,,,,1
182,1981-08,Canada,2016A000011124,"Electric power selling price indexes, national total","Index, 2014=100",351,units ,0,v107792869,1.1,31.4,,,,1
183,1981-08,Canada,2016A000011124,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792870,1.2,31.4,,,,1
184,1981-08,Canada,2016A000011124,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792871,1.3,31.4,,,,1
185,1981-08,Atlantic Region,2016A00011,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792873,2.2,40.8,,,,1
186,1981-08,Atlantic Region,2016A00011,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792874,2.3,49.4,,,,1
187,1981-08,Newfoundland and Labrador,2016A000210,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792876,3.2,46.2,,,,1
188,1981-08,Newfoundland and Labrador,2016A000210,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792877,3.3,46.7,,,,1
189,1981-08,Prince Edward Island,2016A000211,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792880,4.3,54.2,,,,1
190,1981-08,Nova Scotia,2016A000212,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792882,5.2,37.1,,,,1
191,1981-08,Nova Scotia,2016A000212,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792883,5.3,48.1,,,,1
192,1981-08,New Brunswick,2016A000213,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792885,6.2,44.9,,,,1
193,1981-08,New Brunswick,2016A000213,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792886,6.3,55.3,,,,1
194,1981-08,Quebec,2016A000224,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792888,7.2,37,,,,1
195,1981-08,Quebec,2016A000224,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792889,7.3,42.5,,,,1
196,1981-08,Ontario,2016A000235,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792891,8.2,30.6,,,,1
197,1981-08,Ontario,2016A000235,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792892,8.3,27.4,,,,1
198,1981-08,Prairie Region,2016A00014,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792894,9.2,21.9,,,,1
199,1981-08,Prairie Region,2016A00014,Electric power selling price under 5000kw,"Index, 2014=100",351,units ,0,v107792895,9.3,28.1,,,,1
200,1981-08,Manitoba,2016A000246,Electric power selling price over 5000kw,"Index, 2014=100",351,units ,0,v107792897,10.2,42.9,,,,1
